iter	Logloss
209	0.003719225416
210	0.003714065484
211	0.003709520455
212	0.003697435432
213	0.003693885835
214	0.003691229699
215	0.003687388795
216	0.003679772697
217	0.003673997739
218	0.003659266079
219	0.003654877909
220	0.003650469968
221	0.00364774094
222	0.00364301629
223	0.003640473622
224	0.003640199357
225	0.003639674821
226	0.00363844459
227	0.003636090582
228	0.003631253317
229	0.003628922823
230	0.003620229449
231	0.003617665692
232	0.003617628002
233	0.003614470719
234	0.003608801304
235	0.003608042924
236	0.003603016784
237	0.003597098924
238	0.003594224362
239	0.003589139315
240	0.003586843292
241	0.003584150857
242	0.003573879134
243	0.003571591514
244	0.003568123322
245	0.003566205124
246	0.003559940159
247	0.003556672112
248	0.003553745892
249	0.003550770383
250	0.003549296241
251	0.003539923764
252	0.003537736941
253	0.003534574218
254	0.003528550829
255	0.003526864461
256	0.003525298194
257	0.003516754218
258	0.003514663981
259	0.003513071096
260	0.003509084856
261	0.003507625655
262	0.003496097557
263	0.003494477446
264	0.003489719711
265	0.003485350332
266	0.003480966705
267	0.003477220931
268	0.003469490416
269	0.00346749988
270	0.003466334254
271	0.003460584705
272	0.003456908613
273	0.003447294411
274	0.003443988198
275	0.00344012906
276	0.003438127649
277	0.003435606671
278	0.003432877516
279	0.003425831021
280	0.003424356138
281	0.003417331073
282	0.00341446819
283	0.003412937603
284	0.003410852733
285	0.003408113004
286	0.00340348866
287	0.003400507093
288	0.00339704662
289	0.003384575235
290	0.003374738902
291	0.003373652422
292	0.003364852859
293	0.003360323672
294	0.003353196077
295	0.003348270542
296	0.003345870211
297	0.003341727863
298	0.003339130766
299	0.003335205539
300	0.003331149996
301	0.003323450896
302	0.003318182735
303	0.003313453686
304	0.00330770665
305	0.003305410148
306	0.003301515972
307	0.003299411557
308	0.0032970415
309	0.003294193335
310	0.003282865666
311	0.003275729438
312	0.003273384973
313	0.003265970502
314	0.003263361021
315	0.003259434961
316	0.003251598886
317	0.003250011059
318	0.003248333932
319	0.003240415162
320	0.003237848493
321	0.003235052962
322	0.003227654705
323	0.003225084343
324	0.003216966712
325	0.003214571896
326	0.003208227208
327	0.003205736427
328	0.003201342193
329	0.003195121005
330	0.003194081565
331	0.003187711411
332	0.003181128951
333	0.003174652053
334	0.003165500692
335	0.003163332453
336	0.003160892326
337	0.003154517651
338	0.003145980288
339	0.003144042598
340	0.003140405795
341	0.003137851295
342	0.003136696173
343	0.003132273289
344	0.003129851105
345	0.003126338746
346	0.003122281211
347	0.003120918902
348	0.00310556174
349	0.003095744519
350	0.003089839168
351	0.003087672683
352	0.003083815036
353	0.00307700417
354	0.00307050487
355	0.003062130516
356	0.003059463517
357	0.003055869015
